txn_id,timestamp,amount_inr,payment_method,bank,device_type,customer_segment,failure_reason,retry_count_before,past_success_rate,network_latency_ms,hour_of_day,is_weekend,fraud_score
pay_102100,2026-06-13T01:25:00,549.21,netbanking,Kotak,android,high_value,network_drop,0,0.813,2857,1,True,0.035
pay_102101,2026-06-12T17:17:00,264.06,netbanking,Kotak,ios,new,bank_server_timeout,0,0.018,3582,17,False,0.16
pay_102102,2026-06-07T11:31:00,711.97,card,Kotak,android,high_value,wrong_cvv,0,0.326,332,11,True,0.094
pay_102103,2026-08-25T03:35:00,1017.16,wallet,,ios,new,insufficient_funds,0,0.204,212,3,False,0.176
pay_102104,2026-07-21T14:04:00,553.69,wallet,,android,new,risk_engine_block,0,0.17,408,14,False,0.681
pay_102105,2026-07-14T03:57:00,2441.62,netbanking,ICICI,ios,new,otp_expired,0,0.135,210,3,False,0.161
pay_102106,2026-08-12T07:03:00,1483.65,card,SBI,ios,at_risk_churn,risk_engine_block,0,0.687,418,7,False,0.6
pay_102107,2026-08-28T03:38:00,1608.66,wallet,,android,high_value,insufficient_funds,0,0.703,169,3,False,0.095
pay_102108,2026-08-26T23:20:00,9988.84,card,ICICI,ios,new,risk_engine_block,0,0.01,274,23,False,0.689
pay_102109,2026-07-03T02:09:00,1809.01,netbanking,Axis,ios,new,bank_server_timeout,0,0.627,756,2,False,0.192
pay_102110,2026-06-14T15:03:00,2142.45,upi,,android,returning,otp_expired,0,0.688,124,15,True,0.059
pay_102111,2026-08-22T13:30:00,219.82,wallet,,web,at_risk_churn,insufficient_funds,2,0.687,396,13,True,0.196
pay_102112,2026-07-07T05:52:00,550.09,card,Yes Bank,ios,new,insufficient_funds,0,0.136,146,5,False,0.133
pay_102113,2026-08-05T02:23:00,656.21,upi,,web,returning,otp_expired,0,0.816,447,2,False,0.07
pay_102114,2026-06-29T07:28:00,2979.93,netbanking,HDFC,android,returning,network_drop,1,0.644,1129,7,False,0.064
pay_102115,2026-07-16T10:30:00,195.13,upi,,ios,high_value,otp_expired,2,0.871,315,10,False,0.148
pay_102116,2026-06-24T01:39:00,2178.25,card,Kotak,android,new,insufficient_funds,1,0.046,238,1,False,0.118
pay_102117,2026-08-25T09:12:00,227.03,card,ICICI,web,high_value,insufficient_funds,0,0.911,392,9,False,0.057
pay_102118,2026-06-26T10:38:00,1815.59,netbanking,Axis,ios,high_value,bank_server_timeout,0,0.85,1284,10,False,0.075
pay_102119,2026-07-26T12:25:00,675.75,card,Kotak,web,at_risk_churn,insufficient_funds,0,0.691,84,12,True,0.068
pay_102120,2026-06-03T11:33:00,87.65,netbanking,Axis,ios,returning,bank_server_timeout,0,0.67,2032,11,False,0.079
pay_102121,2026-08-02T05:15:00,196.15,upi,,android,at_risk_churn,otp_expired,0,0.699,249,5,True,0.047
pay_102122,2026-07-03T20:56:00,1020.0,netbanking,SBI,web,new,otp_expired,1,0.184,182,20,False,0.194
pay_102123,2026-08-04T05:52:00,415.19,wallet,,web,new,insufficient_funds,0,0.226,562,5,False,0.194
pay_102124,2026-07-02T00:43:00,1804.61,upi,,ios,new,otp_expired,2,0.255,165,0,False,0.252
pay_102125,2026-08-09T17:14:00,1026.7,netbanking,Kotak,web,new,bank_server_timeout,0,0.192,193,17,True,0.112
pay_102126,2026-08-20T07:39:00,650.33,upi,,android,returning,otp_expired,0,0.413,455,7,False,0.018
pay_102127,2026-08-26T06:04:00,291.4,upi,,android,new,otp_expired,0,0.001,576,6,False,0.105
pay_102128,2026-06-24T03:39:00,644.54,card,SBI,ios,at_risk_churn,wrong_cvv,0,0.559,547,3,False,0.049
pay_102129,2026-06-11T23:29:00,111.98,card,SBI,android,new,insufficient_funds,0,0.077,396,23,False,0.153
pay_102130,2026-07-26T09:39:00,189.16,wallet,,android,at_risk_churn,insufficient_funds,0,0.727,224,9,True,0.053
pay_102131,2026-08-06T23:00:00,1309.81,card,ICICI,android,new,risk_engine_block,1,0.145,196,23,False,0.668
pay_102132,2026-08-29T08:04:00,1619.95,card,ICICI,web,returning,card_expired,0,0.66,473,8,True,0.016
pay_102133,2026-07-15T18:46:00,181.14,card,Kotak,android,new,daily_limit_exceeded,0,0.557,165,18,False,0.14
pay_102134,2026-07-23T17:47:00,468.38,card,IDFC,android,at_risk_churn,risk_engine_block,0,0.912,486,17,False,0.637
pay_102135,2026-07-14T21:13:00,773.64,wallet,,ios,high_value,risk_engine_block,0,0.902,159,21,False,0.611
pay_102136,2026-08-07T00:16:00,409.34,card,Kotak,ios,returning,insufficient_funds,0,0.743,336,0,False,0.044
pay_102137,2026-07-08T21:53:00,1061.44,card,Yes Bank,web,returning,risk_engine_block,0,0.886,532,21,False,0.567
pay_102138,2026-08-28T03:35:00,820.77,wallet,,ios,high_value,insufficient_funds,2,0.835,277,3,False,0.126
pay_102139,2026-07-17T01:01:00,80.71,upi,,ios,returning,bank_server_timeout,0,0.802,3001,1,False,0.083
pay_102140,2026-07-27T11:36:00,1028.6,card,IDFC,ios,returning,risk_engine_block,0,0.852,247,11,False,0.639
pay_102141,2026-08-09T07:42:00,726.53,card,SBI,web,returning,card_expired,0,0.908,360,7,True,0.082
pay_102142,2026-08-14T02:55:00,593.47,wallet,,ios,returning,risk_engine_block,0,0.931,236,2,False,0.629
pay_102143,2026-06-20T04:42:00,486.92,wallet,,web,new,insufficient_funds,0,0.001,315,4,True,0.131
pay_102144,2026-06-08T04:39:00,440.06,upi,,android,returning,network_drop,2,0.877,2390,4,False,0.156
pay_102145,2026-06-28T06:40:00,4117.72,netbanking,IDFC,web,returning,otp_expired,1,0.711,341,6,True,0.01
pay_102146,2026-07-10T16:49:00,402.1,upi,,web,returning,network_drop,0,0.63,2362,16,False,0.023
pay_102147,2026-08-10T17:26:00,1804.9,wallet,,android,returning,network_drop,0,0.854,3629,17,False,0.023
pay_102148,2026-07-23T03:27:00,863.98,netbanking,Yes Bank,android,at_risk_churn,network_drop,0,0.766,456,3,False,0.037
pay_102149,2026-08-11T16:26:00,345.04,netbanking,Yes Bank,android,at_risk_churn,network_drop,0,0.921,1570,16,False,0.036
pay_102150,2026-07-04T18:18:00,215.32,netbanking,Yes Bank,ios,high_value,bank_server_timeout,3,0.834,2667,18,True,0.155
pay_102151,2026-06-10T11:10:00,418.4,upi,,web,high_value,risk_engine_block,0,0.696,257,11,False,0.64
pay_102152,2026-07-12T06:13:00,220.97,wallet,,android,returning,insufficient_funds,0,0.749,201,6,True,0.036
pay_102153,2026-07-06T07:30:00,2703.93,card,Kotak,android,high_value,card_expired,2,0.748,556,7,False,0.181
pay_102154,2026-07-01T09:47:00,237.83,netbanking,Yes Bank,android,new,bank_server_timeout,0,0.145,768,9,False,0.131
pay_102155,2026-08-15T23:24:00,136.23,card,Kotak,android,returning,daily_limit_exceeded,0,0.376,536,23,True,0.091
pay_102156,2026-08-20T22:02:00,713.36,upi,,android,high_value,bank_server_timeout,0,0.927,89,22,False,0.014
pay_102157,2026-06-22T15:35:00,407.72,card,HDFC,android,new,card_expired,2,0.274,312,15,False,0.264
pay_102158,2026-07-08T17:09:00,149.48,card,SBI,android,high_value,wrong_cvv,0,0.694,543,17,False,0.051
pay_102159,2026-06-18T08:16:00,380.03,card,SBI,web,returning,daily_limit_exceeded,0,0.757,513,8,False,0.01
pay_102160,2026-08-16T22:17:00,8011.56,netbanking,IDFC,web,high_value,bank_server_timeout,0,0.694,3756,22,True,0.049
pay_102161,2026-08-24T15:52:00,340.08,upi,,ios,new,network_drop,0,0.111,1859,15,False,0.102
pay_102162,2026-06-14T17:20:00,1387.04,card,Axis,web,returning,insufficient_funds,0,0.608,429,17,True,0.097
pay_102163,2026-08-20T19:24:00,2628.66,card,Axis,android,returning,daily_limit_exceeded,0,0.57,559,19,False,0.091
pay_102164,2026-08-24T05:08:00,665.73,wallet,,android,new,insufficient_funds,0,0.478,103,5,False,0.188
pay_102165,2026-08-21T19:14:00,801.19,netbanking,IDFC,ios,new,bank_server_timeout,0,0.174,2705,19,False,0.124
pay_102166,2026-07-03T15:35:00,26.63,netbanking,Yes Bank,web,returning,bank_server_timeout,1,0.944,1435,15,False,0.094
pay_102167,2026-06-21T05:54:00,3129.56,netbanking,Axis,ios,high_value,bank_server_timeout,0,0.731,3196,5,True,0.085
pay_102168,2026-08-12T18:39:00,651.04,upi,,web,returning,otp_expired,0,0.49,528,18,False,0.01
pay_102169,2026-07-11T23:30:00,330.22,netbanking,Kotak,ios,returning,network_drop,2,0.706,906,23,True,0.168
pay_102170,2026-06-17T09:46:00,965.33,wallet,,android,returning,network_drop,0,0.588,1709,9,False,0.079
pay_102171,2026-06-25T15:28:00,736.8,netbanking,ICICI,web,new,network_drop,0,0.076,2550,15,False,0.189
pay_102172,2026-06-26T07:53:00,2161.26,upi,,web,new,bank_server_timeout,1,0.561,1275,7,False,0.128
pay_102173,2026-07-31T07:58:00,851.66,netbanking,Axis,ios,returning,bank_server_timeout,0,0.643,3049,7,False,0.098
pay_102174,2026-07-19T14:19:00,1832.38,wallet,,ios,returning,network_drop,0,0.904,2145,14,True,0.011
pay_102175,2026-06-18T01:24:00,1063.6,netbanking,ICICI,android,high_value,bank_server_timeout,0,0.845,2612,1,False,0.073
pay_102176,2026-06-09T23:19:00,192.11,upi,,android,at_risk_churn,otp_expired,3,0.548,226,23,False,0.138
pay_102177,2026-06-14T22:20:00,129.4,wallet,,ios,high_value,insufficient_funds,0,0.676,527,22,True,0.016
pay_102178,2026-07-29T18:15:00,320.89,netbanking,SBI,android,new,otp_expired,0,0.513,569,18,False,0.192
pay_102179,2026-06-27T19:29:00,1498.71,card,IDFC,web,high_value,insufficient_funds,0,0.75,166,19,True,0.059
pay_102180,2026-08-29T23:37:00,313.9,netbanking,Kotak,android,returning,network_drop,0,0.834,671,23,True,0.024
pay_102181,2026-07-17T17:21:00,1363.23,card,SBI,android,at_risk_churn,insufficient_funds,0,0.833,579,17,False,0.06
pay_102182,2026-08-26T19:48:00,604.36,card,Yes Bank,ios,returning,daily_limit_exceeded,0,0.572,108,19,False,0.01
pay_102183,2026-06-06T13:43:00,129.94,card,Yes Bank,android,at_risk_churn,card_expired,0,0.785,210,13,True,0.08
pay_102184,2026-07-07T11:41:00,443.78,wallet,,ios,returning,network_drop,0,0.451,3194,11,False,0.056
pay_102185,2026-08-06T12:59:00,1198.44,wallet,,android,returning,risk_engine_block,0,0.872,505,12,False,0.618
pay_102186,2026-07-01T23:24:00,823.77,wallet,,web,at_risk_churn,risk_engine_block,0,0.652,153,23,False,0.572
pay_102187,2026-07-21T11:38:00,3508.17,netbanking,Kotak,ios,new,bank_server_timeout,0,0.47,2984,11,False,0.143
pay_102188,2026-07-09T17:33:00,3620.63,netbanking,Axis,android,high_value,otp_expired,0,0.739,282,17,False,0.01
pay_102189,2026-06-24T05:48:00,123.81,card,SBI,ios,returning,card_expired,0,0.837,203,5,False,0.013
pay_102190,2026-08-23T21:01:00,1642.39,card,Yes Bank,web,returning,insufficient_funds,1,0.963,507,21,True,0.047
pay_102191,2026-08-06T19:19:00,915.57,netbanking,HDFC,android,returning,otp_expired,1,0.775,243,19,False,0.047
pay_102192,2026-07-19T22:13:00,1174.24,upi,,web,returning,otp_expired,1,0.798,503,22,True,0.01
pay_102193,2026-08-04T10:42:00,2127.54,upi,,web,new,otp_expired,3,0.456,284,10,False,0.292
pay_102194,2026-07-30T02:31:00,3400.05,card,Kotak,ios,new,risk_engine_block,1,0.012,481,2,False,0.715
pay_102195,2026-08-14T10:32:00,293.74,wallet,,web,new,insufficient_funds,0,0.006,130,10,False,0.172
pay_102196,2026-08-21T11:44:00,295.11,netbanking,ICICI,web,new,network_drop,0,0.251,1107,11,False,0.174
pay_102197,2026-07-14T20:03:00,601.11,wallet,,ios,returning,network_drop,1,0.956,1942,20,False,0.056
pay_102198,2026-07-08T19:50:00,530.13,card,Kotak,android,high_value,insufficient_funds,0,0.325,597,19,False,0.024
pay_102199,2026-08-03T14:26:00,117.56,card,IDFC,ios,new,daily_limit_exceeded,0,0.036,440,14,False,0.144
pay_102200,2026-08-23T18:20:00,1699.98,upi,,ios,at_risk_churn,network_drop,0,0.588,3999,18,True,0.013
pay_102201,2026-07-11T08:29:00,2352.31,netbanking,Kotak,ios,new,otp_expired,0,0.394,323,8,True,0.192
pay_102202,2026-07-15T19:46:00,5931.59,netbanking,IDFC,web,new,otp_expired,0,0.274,453,19,False,0.196
pay_102203,2026-07-24T00:24:00,77.64,upi,,web,new,network_drop,0,0.265,2969,0,False,0.153
pay_102204,2026-06-21T02:00:00,821.97,card,Axis,android,returning,daily_limit_exceeded,1,0.852,97,2,True,0.02
pay_102205,2026-08-01T13:00:00,2895.7,netbanking,IDFC,ios,returning,network_drop,0,0.974,3590,13,True,0.033
pay_102206,2026-06-26T14:38:00,202.46,upi,,ios,returning,network_drop,0,0.977,1479,14,False,0.027
pay_102207,2026-08-04T16:27:00,2300.72,wallet,,web,new,network_drop,0,0.04,467,16,False,0.114
pay_102208,2026-08-05T15:57:00,253.41,upi,,web,high_value,network_drop,0,0.754,580,15,False,0.083
pay_102209,2026-08-04T16:20:00,2866.71,wallet,,ios,new,network_drop,0,0.104,1345,16,False,0.173
pay_102210,2026-08-10T01:38:00,203.05,upi,,android,high_value,bank_server_timeout,0,0.714,2119,1,False,0.01
pay_102211,2026-08-09T21:40:00,481.31,upi,,ios,at_risk_churn,otp_expired,0,0.742,122,21,True,0.02
pay_102212,2026-06-09T09:52:00,210.48,netbanking,Yes Bank,android,new,network_drop,0,0.182,2495,9,False,0.104
pay_102213,2026-07-20T14:54:00,561.2,upi,,ios,returning,otp_expired,0,0.549,152,14,False,0.089
pay_102214,2026-08-08T06:29:00,2066.16,card,IDFC,web,returning,wrong_cvv,0,0.877,289,6,True,0.063
pay_102215,2026-06-01T05:30:00,1246.3,wallet,,android,new,network_drop,0,0.448,560,5,False,0.122
pay_102216,2026-07-22T14:53:00,150.13,card,IDFC,android,returning,risk_engine_block,0,0.392,218,14,False,0.626
pay_102217,2026-07-05T14:02:00,3420.63,card,Axis,ios,returning,daily_limit_exceeded,0,0.853,294,14,True,0.042
pay_102218,2026-07-31T19:42:00,1548.93,wallet,,ios,new,risk_engine_block,2,0.175,145,19,False,0.769
pay_102219,2026-07-16T05:28:00,353.15,netbanking,Axis,web,returning,otp_expired,1,0.79,410,5,False,0.014
pay_102220,2026-06-15T03:20:00,500.81,card,Axis,ios,high_value,risk_engine_block,1,0.829,156,3,False,0.582
pay_102221,2026-06-02T17:38:00,319.47,wallet,,ios,new,risk_engine_block,0,0.297,308,17,False,0.676
pay_102222,2026-08-20T07:19:00,685.53,card,SBI,android,returning,insufficient_funds,1,0.613,330,7,False,0.03
pay_102223,2026-07-31T10:54:00,426.37,netbanking,ICICI,ios,returning,network_drop,0,0.797,2853,10,False,0.074
pay_102224,2026-08-28T05:32:00,1429.5,card,HDFC,android,returning,card_expired,2,0.719,300,5,False,0.163
pay_102225,2026-06-24T22:26:00,816.08,netbanking,Kotak,ios,new,otp_expired,0,0.108,238,22,False,0.118
pay_102226,2026-06-01T22:55:00,228.6,card,SBI,ios,high_value,risk_engine_block,2,0.792,593,22,False,0.686
pay_102227,2026-07-01T16:05:00,168.35,netbanking,ICICI,web,returning,bank_server_timeout,0,0.356,911,16,False,0.09
pay_102228,2026-07-10T00:28:00,7748.5,upi,,ios,new,network_drop,0,0.556,2143,0,False,0.158
pay_102229,2026-07-24T16:11:00,1356.38,upi,,ios,new,otp_expired,1,0.141,295,16,False,0.13
pay_102230,2026-06-03T06:36:00,3057.51,card,Yes Bank,android,returning,wrong_cvv,0,0.663,376,6,False,0.04
pay_102231,2026-06-21T15:47:00,442.89,wallet,,android,returning,insufficient_funds,0,0.983,494,15,True,0.031
pay_102232,2026-07-26T02:51:00,424.55,netbanking,HDFC,android,returning,network_drop,3,0.782,221,2,True,0.123
pay_102233,2026-08-07T04:17:00,499.45,card,IDFC,ios,new,card_expired,0,0.285,419,4,False,0.145
pay_102234,2026-07-25T16:05:00,1115.47,upi,,ios,returning,otp_expired,0,0.651,141,16,True,0.018
pay_102235,2026-08-24T19:21:00,1057.82,card,Yes Bank,ios,returning,insufficient_funds,0,0.87,104,19,False,0.042
pay_102236,2026-07-06T21:09:00,68.4,netbanking,Axis,android,returning,bank_server_timeout,2,0.845,3549,21,False,0.184
pay_102237,2026-07-18T16:01:00,612.85,card,Axis,ios,new,wrong_cvv,0,0.648,111,16,True,0.184
pay_102238,2026-07-03T02:29:00,1884.91,card,IDFC,android,returning,insufficient_funds,0,0.546,262,2,False,0.016
pay_102239,2026-07-16T21:08:00,84.37,card,Axis,android,returning,card_expired,0,0.983,241,21,False,0.042
pay_102240,2026-06-18T07:17:00,1695.62,netbanking,Yes Bank,android,high_value,network_drop,1,0.693,1091,7,False,0.082
pay_102241,2026-07-01T04:35:00,623.61,netbanking,Kotak,web,high_value,bank_server_timeout,0,0.88,1533,4,False,0.026
pay_102242,2026-06-25T00:14:00,4231.79,netbanking,HDFC,web,high_value,bank_server_timeout,3,0.76,604,0,False,0.159
pay_102243,2026-08-24T15:06:00,3598.67,netbanking,HDFC,android,returning,network_drop,0,0.401,1991,15,False,0.049
pay_102244,2026-06-14T18:44:00,555.6,card,Kotak,ios,new,card_expired,0,0.067,596,18,True,0.169
pay_102245,2026-08-16T08:24:00,304.92,netbanking,ICICI,android,returning,otp_expired,0,0.891,561,8,True,0.026
pay_102246,2026-06-20T20:22:00,692.33,card,ICICI,web,new,wrong_cvv,1,0.043,368,20,True,0.1
pay_102247,2026-07-13T22:30:00,147.66,upi,,web,new,bank_server_timeout,3,0.098,2376,22,False,0.229
pay_102248,2026-06-09T16:29:00,529.2,card,SBI,android,high_value,insufficient_funds,0,0.89,579,16,False,0.039
pay_102249,2026-07-01T11:38:00,154.47,upi,,web,new,bank_server_timeout,0,0.302,1496,11,False,0.119
pay_102250,2026-07-09T15:29:00,58.0,wallet,,ios,new,network_drop,3,0.097,2759,15,False,0.245
pay_102251,2026-07-29T13:34:00,1114.32,card,ICICI,web,returning,insufficient_funds,0,0.713,570,13,False,0.095
pay_102252,2026-06-03T08:21:00,2590.53,wallet,,ios,at_risk_churn,insufficient_funds,0,0.695,588,8,False,0.097
pay_102253,2026-06-21T22:51:00,238.99,wallet,,web,new,risk_engine_block,0,0.222,544,22,True,0.73
pay_102254,2026-06-24T14:14:00,219.62,wallet,,web,returning,network_drop,0,0.932,1439,14,False,0.044
pay_102255,2026-08-28T15:10:00,2573.22,wallet,,ios,at_risk_churn,risk_engine_block,0,0.284,200,15,False,0.567
pay_102256,2026-08-19T02:56:00,1041.09,netbanking,Kotak,ios,new,network_drop,0,0.335,1504,2,False,0.168
pay_102257,2026-08-12T11:25:00,202.21,netbanking,Yes Bank,android,high_value,bank_server_timeout,3,0.45,1126,11,False,0.126
pay_102258,2026-06-06T13:09:00,137.59,netbanking,HDFC,ios,new,otp_expired,0,0.613,399,13,True,0.197
pay_102259,2026-08-04T17:42:00,1154.34,wallet,,web,returning,insufficient_funds,2,0.8,353,17,False,0.126
pay_102260,2026-07-23T06:26:00,3054.54,wallet,,ios,high_value,risk_engine_block,0,0.845,600,6,False,0.64
pay_102261,2026-08-29T18:09:00,1060.5,upi,,ios,returning,risk_engine_block,0,0.8,550,18,True,0.562
pay_102262,2026-08-29T07:01:00,1081.74,upi,,ios,new,bank_server_timeout,0,0.699,3329,7,True,0.106
pay_102263,2026-07-16T14:09:00,6258.21,card,Yes Bank,web,new,insufficient_funds,0,0.749,538,14,False,0.158
pay_102264,2026-07-08T13:11:00,1306.83,wallet,,web,returning,insufficient_funds,3,0.648,381,13,False,0.121
pay_102265,2026-07-27T05:02:00,612.0,card,SBI,web,high_value,card_expired,0,0.899,317,5,False,0.057
pay_102266,2026-07-07T01:24:00,632.88,netbanking,Axis,web,new,network_drop,1,0.594,263,1,False,0.168
pay_102267,2026-06-05T11:42:00,126.62,card,IDFC,android,at_risk_churn,card_expired,1,0.799,562,11,False,0.023
pay_102268,2026-07-27T12:27:00,5266.1,upi,,web,returning,bank_server_timeout,0,0.749,812,12,False,0.028
pay_102269,2026-08-29T07:10:00,778.98,card,HDFC,android,returning,wrong_cvv,2,0.915,92,7,True,0.137
pay_102270,2026-08-11T14:48:00,310.68,card,SBI,android,returning,daily_limit_exceeded,2,0.813,216,14,False,0.141
pay_102271,2026-06-02T15:23:00,422.99,card,SBI,ios,at_risk_churn,card_expired,3,0.905,584,15,False,0.189
pay_102272,2026-08-09T22:37:00,4702.57,card,HDFC,android,new,insufficient_funds,0,0.051,332,22,True,0.131
pay_102273,2026-08-15T15:55:00,420.31,wallet,,android,returning,risk_engine_block,1,0.83,256,15,True,0.595
pay_102274,2026-08-25T00:04:00,2915.81,netbanking,IDFC,android,new,network_drop,0,0.137,3921,0,False,0.127
pay_102275,2026-07-02T10:09:00,1827.89,wallet,,web,returning,insufficient_funds,1,0.706,540,10,False,0.01
pay_102276,2026-08-14T05:46:00,163.05,card,IDFC,ios,new,daily_limit_exceeded,0,0.23,337,5,False,0.125
pay_102277,2026-07-02T19:00:00,703.76,card,Yes Bank,web,high_value,risk_engine_block,1,0.713,92,19,False,0.583
pay_102278,2026-07-14T00:02:00,296.29,card,Yes Bank,android,new,wrong_cvv,0,0.238,427,0,False,0.138
pay_102279,2026-08-15T18:02:00,1949.51,netbanking,SBI,ios,returning,network_drop,0,0.801,2686,18,True,0.01
pay_102280,2026-08-27T22:46:00,311.54,wallet,,ios,high_value,network_drop,1,0.777,1952,22,False,0.082
pay_102281,2026-07-20T05:00:00,461.71,netbanking,Yes Bank,ios,returning,otp_expired,1,0.852,523,5,False,0.037
pay_102282,2026-08-05T15:40:00,1483.64,wallet,,web,high_value,network_drop,0,0.348,1321,15,False,0.024
pay_102283,2026-08-12T22:56:00,117.26,wallet,,android,new,insufficient_funds,0,0.552,311,22,False,0.102
pay_102284,2026-06-13T08:58:00,807.76,netbanking,Kotak,ios,at_risk_churn,network_drop,0,0.315,2087,8,True,0.025
pay_102285,2026-07-02T18:19:00,339.09,card,Yes Bank,web,new,wrong_cvv,2,0.021,365,18,False,0.284
pay_102286,2026-06-23T18:00:00,793.2,wallet,,ios,returning,risk_engine_block,0,0.828,504,18,False,0.631
pay_102287,2026-07-31T05:21:00,538.28,wallet,,web,new,risk_engine_block,0,0.084,432,5,False,0.747
pay_102288,2026-06-04T21:26:00,2576.81,wallet,,ios,high_value,network_drop,0,0.95,2785,21,False,0.076
pay_102289,2026-07-07T20:44:00,1028.74,netbanking,Axis,web,high_value,otp_expired,0,0.715,206,20,False,0.083
pay_102290,2026-08-21T13:31:00,6767.1,wallet,,android,high_value,network_drop,2,0.561,2998,13,False,0.193
pay_102291,2026-08-11T14:11:00,680.82,card,ICICI,web,returning,insufficient_funds,0,0.815,434,14,False,0.064
pay_102292,2026-06-18T04:16:00,12512.07,netbanking,Axis,web,returning,bank_server_timeout,0,0.847,1948,4,False,0.025
pay_102293,2026-06-24T11:05:00,1241.57,netbanking,Axis,web,at_risk_churn,bank_server_timeout,0,0.576,1023,11,False,0.058
pay_102294,2026-08-25T00:18:00,87.96,wallet,,web,returning,risk_engine_block,0,0.616,332,0,False,0.587
pay_102295,2026-07-02T23:43:00,3619.93,netbanking,Axis,android,returning,bank_server_timeout,0,0.647,3904,23,False,0.032
pay_102296,2026-07-27T13:41:00,249.96,wallet,,web,high_value,network_drop,0,0.793,3656,13,False,0.022
pay_102297,2026-06-15T02:45:00,1149.78,netbanking,HDFC,android,new,otp_expired,0,0.481,420,2,False,0.196
pay_102298,2026-06-26T21:32:00,776.85,netbanking,Kotak,android,returning,otp_expired,2,0.799,585,21,False,0.168
pay_102299,2026-06-13T00:47:00,879.86,wallet,,ios,returning,risk_engine_block,0,0.754,266,0,True,0.582
pay_102300,2026-08-12T01:44:00,218.04,wallet,,ios,returning,insufficient_funds,0,0.442,88,1,False,0.01
pay_102301,2026-08-01T05:54:00,327.53,netbanking,Yes Bank,web,returning,otp_expired,0,0.637,483,5,True,0.042
pay_102302,2026-07-13T23:04:00,176.87,upi,,ios,high_value,network_drop,0,0.781,1421,23,False,0.023
pay_102303,2026-06-17T08:24:00,630.1,wallet,,web,returning,insufficient_funds,1,0.796,151,8,False,0.01
pay_102304,2026-08-27T20:40:00,597.53,wallet,,ios,new,risk_engine_block,0,0.065,116,20,False,0.698
pay_102305,2026-07-05T21:30:00,330.92,wallet,,android,high_value,insufficient_funds,0,0.944,254,21,True,0.029
pay_102306,2026-06-07T23:13:00,9783.11,netbanking,Axis,web,returning,bank_server_timeout,0,0.832,1564,23,True,0.033
pay_102307,2026-08-03T21:11:00,4569.37,wallet,,ios,returning,risk_engine_block,0,0.415,354,21,False,0.645
pay_102308,2026-06-27T19:42:00,148.99,card,IDFC,android,returning,insufficient_funds,0,0.779,308,19,True,0.058
pay_102309,2026-06-28T12:01:00,41.9,netbanking,IDFC,web,returning,bank_server_timeout,0,0.901,1904,12,True,0.051
pay_102310,2026-08-23T23:23:00,667.12,card,SBI,android,high_value,daily_limit_exceeded,1,0.761,332,23,True,0.06
pay_102311,2026-08-09T18:25:00,2295.84,wallet,,android,high_value,network_drop,0,0.769,2475,18,True,0.071
pay_102312,2026-08-16T19:59:00,1012.01,wallet,,web,new,insufficient_funds,0,0.096,569,19,True,0.101
pay_102313,2026-07-21T04:32:00,1004.22,upi,,ios,new,network_drop,0,0.413,2312,4,False,0.184
pay_102314,2026-08-07T02:17:00,2730.42,card,Axis,ios,returning,card_expired,0,0.631,503,2,False,0.075
pay_102315,2026-06-17T11:44:00,80.01,netbanking,Yes Bank,android,returning,bank_server_timeout,0,0.474,878,11,False,0.01
pay_102316,2026-08-09T04:54:00,1591.6,upi,,web,high_value,network_drop,0,0.624,3368,4,True,0.091
pay_102317,2026-08-03T23:17:00,402.33,wallet,,android,at_risk_churn,insufficient_funds,0,0.78,331,23,False,0.01
pay_102318,2026-06-07T17:59:00,1041.62,card,SBI,web,at_risk_churn,daily_limit_exceeded,0,0.447,106,17,True,0.075
pay_102319,2026-07-24T21:31:00,3712.05,card,IDFC,web,returning,wrong_cvv,0,0.8,297,21,False,0.045
pay_102320,2026-07-02T10:59:00,1430.47,wallet,,ios,high_value,insufficient_funds,0,0.767,314,10,False,0.02
pay_102321,2026-07-15T02:00:00,329.43,upi,,android,high_value,otp_expired,0,0.805,410,2,False,0.096
pay_102322,2026-07-25T18:10:00,422.95,netbanking,Kotak,web,at_risk_churn,bank_server_timeout,0,0.649,1758,18,True,0.038
pay_102323,2026-07-26T12:23:00,599.78,netbanking,Kotak,web,returning,otp_expired,0,0.768,386,12,True,0.051
pay_102324,2026-08-18T20:34:00,590.98,netbanking,ICICI,web,high_value,network_drop,0,0.505,344,20,False,0.092
pay_102325,2026-07-27T07:40:00,612.6,netbanking,HDFC,web,returning,bank_server_timeout,0,0.57,1650,7,False,0.09
pay_102326,2026-08-03T11:37:00,2169.37,card,HDFC,android,high_value,daily_limit_exceeded,1,0.889,121,11,False,0.064
pay_102327,2026-07-19T07:20:00,484.06,netbanking,ICICI,ios,returning,otp_expired,0,0.611,363,7,True,0.03
pay_102328,2026-06-08T07:49:00,113.55,wallet,,ios,returning,insufficient_funds,3,0.749,457,7,False,0.161
pay_102329,2026-06-24T16:46:00,235.94,netbanking,Yes Bank,ios,high_value,network_drop,1,0.728,3208,16,False,0.063
pay_102330,2026-07-02T13:03:00,3671.04,upi,,ios,high_value,bank_server_timeout,0,0.632,1092,13,False,0.087
pay_102331,2026-07-13T10:00:00,863.61,wallet,,android,returning,insufficient_funds,1,0.858,127,10,False,0.044
pay_102332,2026-06-19T22:25:00,1382.29,wallet,,web,returning,insufficient_funds,0,0.797,420,22,False,0.062
